"REVENUE_BOB";"CATEGORY2";"CATEGORY4";"CLICK_DATE";"CLICK_HOUR";"RN"
67284496;"Criteo";"1294241712";14/05/14;15;4153
67284496;"Criteo";"1294241712";31/05/14;3;4154
47184496;"Remarketing Campaigns";"1294241860";01/06/14;11;4155
27184496;"Criteo";"1294241712";31/05/14;9;4156
27184496;"Remarketing Campaigns";"1294241860";31/05/14;18;4157
27184496;"Criteo";"1294241712";31/05/14;22;4158
67184496;"Criteo";"1294241712";31/05/14;20;4159
97184496;"Criteo";"1294241712";01/06/14;14;4160
81384496;"Remarketing Campaigns";"1294241860";25/05/14;23;4161
81384496;"Criteo";"1294241712";25/05/14;23;4162
81384496;"Criteo";"1294241712";26/05/14;10;4163
81384496;"Criteo";"1294241712";26/05/14;10;4164
43384496;"Remarketing Campaigns";"1294241860";01/06/14;1;4165
17674496;"Criteo";"1294241712";19/04/14;19;4166
17674496;"Criteo";"1294241712";10/05/14;14;4167
17674496;"Sociomantic";"1294241744";01/06/14;13;4168
16874496;"Criteo";"1294241712";21/05/14;23;4169
16874496;"Criteo";"1294241712";30/05/14;21;4170
16874496;"Criteo";"1294241712";30/05/14;21;4171
16874496;"Criteo";"1294241712";30/05/14;21;4172
16874496;"Criteo";"1294241712";31/05/14;14;4173
53774496;"Criteo";"1294241712";17/05/14;14;4174
94574496;"Criteo";"1294241712";01/06/14;15;4175
61614496;"Criteo";"1294241712";01/06/14;16;4176
33614496;"Criteo";"1294241712";20/05/14;11;4177
47914496;"Criteo";"1294241712";01/05/14;23;4178
47914496;"Remarketing Campaigns";"1294241860";01/06/14;12;4179
61144496;"Criteo";"1294241712";26/04/14;17;4180
61144496;"Criteo";"1294241712";26/04/14;17;4181
67284496;"Criteo";"1294241712";06/05/14;11;4182
93774496;"Remarketing Campaigns";"1294241860";30/04/14;20;4183
47914496;"Remarketing Campaigns";"1294241860";01/06/14;16;4184
53914496;"Criteo";"1294241712";25/05/14;20;4185
53914496;"Criteo";"1294241712";25/05/14;20;4186
21814496;"Criteo";"1294241712";01/06/14;14;4187
94814496;"Criteo";"1294241712";20/04/14;16;4188
94814496;"Criteo";"1294241712";20/04/14;16;4189
94814496;"Criteo";"1294241712";20/04/14;16;4190
94814496;"Criteo";"1294241712";21/04/14;14;4191
21814496;"Criteo";"1294241712";31/05/14;13;4192
21814496;"Criteo";"1294241712";31/05/14;13;4193
21814496;"Criteo";"1294241712";31/05/14;13;4194
61814496;"Remarketing Campaigns";"1294241860";18/05/14;12;4195
61814496;"Criteo";"1294241712";29/05/14;18;4196
61814496;"Criteo";"1294241712";31/05/14;7;4197
81814496;"Remarketing Campaigns";"1294241923";06/05/14;21;4198
81814496;"Remarketing Campaigns";"1294241923";06/05/14;21;4199
81814496;"Criteo";"1294241712";31/05/14;22;4200
25714496;"Remarketing Campaigns";"1294241860";24/05/14;18;4201
25714496;"Remarketing Campaigns";"1294241860";01/06/14;15;4202
71434496;"Criteo";"1294241712";01/06/14;15;4203
25714496;"Remarketing Campaigns";"1294241860";27/05/14;12;4204
25714496;"Remarketing Campaigns";"1294241860";27/05/14;12;4205
25714496;"Remarketing Campaigns";"1294241860";27/05/14;12;4206
25714496;"Criteo";"1294241712";28/05/14;18;4207
75714496;"Criteo";"1294241712";21/04/14;12;4208
75714496;"Criteo";"1294241712";21/04/14;12;4209
75714496;"Criteo";"1294241712";21/04/14;12;4210
17514496;"Criteo";"1294241712";01/06/14;15;4211
37514496;"Criteo";"1294241712";01/06/14;16;4212
62114496;"Criteo";"1294241712";12/05/14;4;4213
62114496;"Criteo";"1294241712";12/05/14;4;4214
62114496;"Criteo";"1294241712";12/05/14;4;4215
62114496;"Criteo";"1294241712";17/05/14;22;4216
72114496;"Criteo";"1294241712";01/05/14;16;4217
17114496;"Remarketing Campaigns";"1294241860";01/06/14;16;4218
15114496;"Criteo";"1294241712";21/05/14;12;4219
15114496;"Criteo";"1294241712";26/05/14;21;4220
15114496;"Criteo";"1294241712";28/05/14;2;4221
86314496;"Criteo";"1294241712";29/05/14;7;4222
86314496;"Criteo";"1294241712";29/05/14;7;4223
86314496;"Criteo";"1294241712";29/05/14;13;4224
86314496;"Criteo";"1294241712";30/05/14;8;4225
86314496;"Criteo";"1294241712";30/05/14;8;4226
86314496;"Criteo";"1294241712";30/05/14;8;4227
86314496;"Criteo";"1294241712";30/05/14;8;4228
86314496;"Criteo";"1294241712";01/06/14;16;4229
86314496;"Criteo";"1294241712";01/06/14;16;4230
49314496;"Criteo";"1294241712";01/06/14;16;4231
93314496;"Criteo";"1294241712";23/05/14;11;4232
93314496;"Criteo";"1294241712";23/05/14;12;4233
93314496;"Criteo";"1294241712";27/05/14;21;4234
93314496;"Criteo";"1294241712";28/05/14;9;4235
31434496;"Criteo";"1294241712";01/06/14;10;4236
63434496;"Criteo";"1294241712";12/05/14;20;4237
63434496;"Criteo";"1294241712";12/05/14;20;4238
38234496;"Criteo";"1294241712";24/05/14;14;4239
77234496;"Criteo";"1294241712";22/05/14;23;4240
77234496;"Criteo";"1294241712";28/05/14;23;4241
88634496;"Criteo";"1294241712";29/05/14;20;4242
88634496;"Criteo";"1294241712";29/05/14;20;4243
88634496;"Criteo";"1294241712";01/06/14;17;4244
88634496;"Criteo";"1294241712";01/06/14;17;4245
21454496;"Remarketing Campaigns";"1294241860";01/06/14;15;4246
54654496;"Criteo";"1294241712";31/05/14;20;4247
98534496;"Criteo";"1294241712";01/06/14;0;4248
51134496;"Criteo";"1294241712";31/05/14;19;4249
62933366;"Criteo";"1294241712";29/05/14;18;4250
17833366;"Criteo";"1294241712";31/05/14;20;4251
83533366;"Criteo";"1294241712";01/06/14;10;4252
65844496;"Criteo";"1294241712";17/05/14;11;4253
47634496;"Remarketing Campaigns";"1294241860";27/05/14;17;4254
82514496;"Criteo";"1294241712";09/05/14;14;4255
82514496;"Criteo";"1294241712";09/05/14;14;4256
72114496;"Criteo";"1294241712";03/05/14;11;4257
72114496;"Criteo";"1294241712";03/05/14;11;4258
93314496;"Criteo";"1294241712";27/05/14;17;4259
93314496;"Criteo";"1294241712";27/05/14;17;4260
47634496;"Remarketing Campaigns";"1294241860";27/05/14;17;4261
47634496;"Criteo";"1294241712";01/06/14;17;4262
77634496;"Criteo";"1294241712";16/05/14;12;4263
77634496;"Remarketing Campaigns";"1294241860";23/05/14;19;4264
59934496;"Criteo";"1294241712";01/06/14;16;4265
48934496;"Criteo";"1294241712";18/04/14;23;4266
48934496;"Criteo";"1294241712";09/05/14;17;4267
48934496;"Criteo";"1294241712";15/05/14;16;4268
48934496;"Remarketing Campaigns";"1294241860";18/05/14;14;4269
48934496;"Criteo";"1294241712";19/05/14;20;4270
48934496;"Criteo";"1294241712";28/05/14;23;4271
48934496;"Criteo";"1294241712";01/06/14;0;4272
68254496;"Remarketing Campaigns";"1294241860";26/05/14;14;4273
88254496;"Remarketing Campaigns";"1294241860";01/06/14;15;4274
18254496;"Criteo";"1294241712";18/04/14;13;4275
18254496;"Criteo";"1294241712";18/04/14;13;4276
94654496;"Criteo";"1294241712";31/05/14;23;4277
54654496;"Criteo";"1294241712";28/05/14;22;4278
82654496;"Criteo";"1294241712";19/04/14;23;4279
82654496;"Criteo";"1294241712";19/04/14;23;4280
35654496;"Sociomantic";"1294241744";27/04/14;13;4281
35654496;"Criteo";"1294241712";29/04/14;9;4282
35654496;"Criteo";"1294241712";29/04/14;9;4283
35654496;"Criteo";"1294241712";29/04/14;9;4284
35654496;"Sociomantic";"1294241744";29/04/14;13;4285
57954496;"Remarketing Campaigns";"1294241860";31/05/14;21;4286
68534496;"Criteo";"1294241712";16/05/14;23;4287
68534496;"Criteo";"1294241712";16/05/14;23;4288
98534496;"Criteo";"1294241712";26/05/14;2;4289
31534496;"Criteo";"1294241712";01/06/14;11;4290
23534496;"Remarketing Campaigns";"1294241860";01/06/14;17;4291
23534496;"Remarketing Campaigns";"1294241860";01/06/14;17;4292
36134496;"Sociomantic";"1294241744";31/05/14;22;4293
37134496;"Criteo";"1294241712";15/05/14;14;4294
37134496;"Criteo";"1294241712";18/05/14;10;4295
37134496;"Criteo";"1294241712";19/05/14;9;4296
37134496;"Criteo";"1294241712";23/05/14;14;4297
37134496;"Criteo";"1294241712";30/05/14;19;4298
75134496;"Sociomantic";"1294241744";11/05/14;10;4299
71134496;"Criteo";"1294241712";31/05/14;20;4300
51134496;"Criteo";"1294241712";31/05/14;19;4301
51134496;"Criteo";"1294241712";01/06/14;17;4302
51134496;"Criteo";"1294241712";01/06/14;17;4303
11134496;"Criteo";"1294241712";21/05/14;21;4304
11134496;"Criteo";"1294241712";21/05/14;21;4305
11134496;"Criteo";"1294241712";21/05/14;22;4306
11134496;"Criteo";"1294241712";24/05/14;14;4307
59334496;"Criteo";"1294241712";01/06/14;11;4308
59334496;"Criteo";"1294241712";01/06/14;11;4309
58334496;"Criteo";"1294241712";21/05/14;19;4310
58334496;"Criteo";"1294241712";01/06/14;16;4311
63513366;"Sociomantic";"1294241744";18/05/14;13;4312
83513366;"Criteo";"1294241712";29/05/14;14;4313
83513366;"Criteo";"1294241712";29/05/14;14;4314
83513366;"Criteo";"1294241712";29/05/14;14;4315
83513366;"Criteo";"1294241712";01/06/14;2;4316
83513366;"Criteo";"1294241712";01/06/14;2;4317
75313366;"Criteo";"1294241712";19/05/14;16;4318
75313366;"Remarketing Campaigns";"1294241860";19/05/14;17;4319
75313366;"Criteo";"1294241712";22/05/14;8;4320
75313366;"Criteo";"1294241712";22/05/14;11;4321
75313366;"Criteo";"1294241712";23/05/14;8;4322
67433366;"Remarketing Campaigns";"1294241860";18/05/14;20;4323
67433366;"Remarketing Campaigns";"1294241860";29/05/14;20;4324
71233366;"Remarketing Campaigns";"1294241860";29/05/14;9;4325
63233366;"Remarketing Campaigns";"1294241923";30/04/14;8;4326
63233366;"Remarketing Campaigns";"1294241849";03/05/14;12;4327
63233366;"Criteo";"1294241712";11/05/14;14;4328
62933366;"Criteo";"1294241712";17/05/14;20;4329
62933366;"Remarketing Campaigns";"1294241860";21/05/14;21;4330
62933366;"Remarketing Campaigns";"1294241860";23/05/14;11;4331
62933366;"Remarketing Campaigns";"1294241860";23/05/14;23;4332
62933366;"Criteo";"1294241712";28/05/14;11;4333
62933366;"Criteo";"1294241712";28/05/14;11;4334
62933366;"Criteo";"1294241712";28/05/14;11;4335
62933366;"Criteo";"1294241712";28/05/14;19;4336
62933366;"Sociomantic";"1294241744";28/05/14;19;4337
62933366;"Sociomantic";"1294241744";28/05/14;19;4338
62933366;"Sociomantic";"1294241744";28/05/14;19;4339
62933366;"Remarketing Campaigns";"1294241860";28/05/14;21;4340
62933366;"Remarketing Campaigns";"1294241860";29/05/14;7;4341
62933366;"Remarketing Campaigns";"1294241860";29/05/14;18;4342
17833366;"Criteo";"1294241712";31/05/14;21;4343
17833366;"Criteo";"1294241712";31/05/14;21;4344
17833366;"Criteo";"1294241712";31/05/14;21;4345
17833366;"Criteo";"1294241712";31/05/14;21;4346
17833366;"Criteo";"1294241712";01/06/14;9;4347
71533366;"Criteo";"1294241712";01/06/14;10;4348
83533366;"Criteo";"1294241712";01/06/14;10;4349
53533366;"Criteo";"1294241712";07/05/14;19;4350
53533366;"Remarketing Campaigns";"1294241923";10/05/14;21;4351
26333366;"Criteo";"1294241712";26/04/14;11;4352
26333366;"Criteo";"1294241712";31/05/14;18;4353
26333366;"Criteo";"1294241712";31/05/14;18;4354
96333366;"Criteo";"1294241712";21/05/14;12;4355
96333366;"Criteo";"1294241712";31/05/14;9;4356
84244496;"Criteo";"1294241712";23/05/14;16;4357
14244496;"Criteo";"1294241712";30/05/14;16;4358
34244496;"Remarketing Campaigns";"1294241860";25/05/14;12;4359
34244496;"Remarketing Campaigns";"1294241860";25/05/14;12;4360
34244496;"Remarketing Campaigns";"1294241860";30/05/14;11;4361
92244496;"Criteo";"1294241712";07/05/14;18;4362
82244496;"Remarketing Campaigns";"1294241849";26/04/14;0;4363
82944496;"Criteo";"1294241712";30/05/14;13;4364
82944496;"Criteo";"1294241712";01/06/14;10;4365
52944496;"Criteo";"1294241712";26/05/14;20;4366
52944496;"Criteo";"1294241712";31/05/14;6;4367
52944496;"Remarketing Campaigns";"1294241923";01/06/14;8;4368
65844496;"Remarketing Campaigns";"1294241860";10/05/14;6;4369
65844496;"Criteo";"1294241712";12/05/14;14;4370
65844496;"Criteo";"1294241712";12/05/14;15;4371
65844496;"Criteo";"1294241712";17/05/14;11;4372
65844496;"Criteo";"1294241712";17/05/14;11;4373
65844496;"Criteo";"1294241712";17/05/14;11;4374
65844496;"Criteo";"1294241712";17/05/14;11;4375
51344496;"Criteo";"1294241712";31/05/14;22;4376
51344496;"Criteo";"1294241712";01/06/14;11;4377
19124496;"Criteo";"1294241712";01/06/14;11;4378
85964496;"Remarketing Campaigns";"1294241849";31/05/14;13;4379
75794496;"Remarketing Campaigns";"1294241860";01/06/14;13;4380
71794496;"Remarketing Campaigns";"1294241860";31/05/14;14;4381
71794496;"Criteo";"1294241712";01/06/14;12;4382
28314496;"Criteo";"1294241712";01/06/14;16;4383
98314496;"Criteo";"1294241712";30/05/14;0;4384
77234496;"Remarketing Campaigns";"1294241860";01/06/14;16;4385
37234496;"Criteo";"1294241712";01/06/14;15;4386
45234496;"Criteo";"1294241712";01/06/14;16;4387
33634496;"Criteo";"1294241712";30/05/14;23;4388
35654496;"Sociomantic";"1294241744";25/04/14;10;4389
58334496;"Criteo";"1294241712";12/05/14;10;4390
63233366;"Remarketing Campaigns";"1294241849";28/04/14;19;4391
63233366;"Remarketing Campaigns";"1294241849";29/04/14;7;4392
63233366;"Remarketing Campaigns";"1294241849";29/04/14;7;4393
26333366;"Criteo";"1294241712";04/05/14;10;4394
26333366;"Criteo";"1294241712";04/05/14;11;4395
65844496;"Criteo";"1294241712";17/05/14;11;4396
92544496;"Criteo";"1294241712";01/06/14;11;4397
32544496;"Criteo";"1294241712";01/06/14;11;4398
86544496;"Criteo";"1294241712";01/06/14;9;4399
61144496;"Criteo";"1294241712";07/05/14;12;4400
61144496;"Criteo";"1294241712";07/05/14;12;4401
61144496;"Criteo";"1294241712";07/05/14;12;4402
61144496;"Criteo";"1294241712";07/05/14;12;4403
61144496;"Criteo";"1294241712";07/05/14;12;4404
61144496;"Criteo";"1294241712";11/05/14;8;4405
61144496;"Criteo";"1294241712";11/05/14;9;4406
61144496;"Criteo";"1294241712";30/05/14;20;4407
61144496;"Criteo";"1294241712";31/05/14;7;4408
61144496;"Criteo";"1294241712";31/05/14;19;4409
51344496;"Sociomantic";"1294241744";18/05/14;14;4410
51344496;"Remarketing Campaigns";"1294241860";23/05/14;21;4411
51344496;"Criteo";"1294241712";24/05/14;9;4412
51344496;"Criteo";"1294241712";24/05/14;9;4413
51344496;"Criteo";"1294241712";31/05/14;22;4414
51344496;"Criteo";"1294241712";31/05/14;22;4415
51344496;"Criteo";"1294241712";01/06/14;10;4416
51344496;"Criteo";"1294241712";01/06/14;11;4417
71624496;"Remarketing Campaigns";"1294241860";30/05/14;12;4418
53624496;"Criteo";"1294241712";19/05/14;19;4419
38824496;"Criteo";"1294241712";29/05/14;14;4420
38824496;"Criteo";"1294241712";29/05/14;17;4421
38824496;"Criteo";"1294241712";29/05/14;19;4422
38824496;"Criteo";"1294241712";29/05/14;19;4423
19124496;"Remarketing Campaigns";"1294241860";27/05/14;21;4424
48124496;"Criteo";"1294241712";23/05/14;9;4425
48124496;"Criteo";"1294241712";28/05/14;13;4426
48124496;"Remarketing Campaigns";"1294241860";31/05/14;9;4427
48124496;"Criteo";"1294241712";31/05/14;9;4428
48124496;"Criteo";"1294241712";31/05/14;9;4429
48124496;"Remarketing Campaigns";"1294241860";31/05/14;10;4430
48124496;"Criteo";"1294241712";31/05/14;10;4431
38464496;"Criteo";"1294241712";26/05/14;18;4432
38464496;"Criteo";"1294241712";26/05/14;18;4433
69664496;"Remarketing Campaigns";"1294241860";18/05/14;1;4434
69664496;"Criteo";"1294241712";25/05/14;17;4435
59664496;"Criteo";"1294241712";31/05/14;1;4436
25964496;"Criteo";"1294241712";07/05/14;9;4437
85964496;"Criteo";"1294241712";29/05/14;21;4438
47764496;"Criteo";"1294241712";19/05/14;22;4439
47764496;"Criteo";"1294241712";21/05/14;0;4440
47764496;"Remarketing Campaigns";"1294241860";21/05/14;20;4441
47764496;"Remarketing Campaigns";"1294241860";21/05/14;22;4442
47764496;"Remarketing Campaigns";"1294241860";21/05/14;22;4443
47764496;"Remarketing Campaigns";"1294241860";22/05/14;10;4444
75794496;"Criteo";"1294241712";28/05/14;20;4445
75794496;"Remarketing Campaigns";"1294241860";01/06/14;13;4446
71794496;"Remarketing Campaigns";"1294241860";31/05/14;14;4447
71794496;"Remarketing Campaigns";"1294241860";31/05/14;14;4448
71794496;"Remarketing Campaigns";"1294241860";31/05/14;14;4449
85594496;"Criteo";"1294241712";18/05/14;10;4450
85594496;"Remarketing Campaigns";"1294241923";21/05/14;21;4451
85594496;"Remarketing Campaigns";"1294241923";21/05/14;21;4452
85594496;"Remarketing Campaigns";"1294241860";22/05/14;23;4453
85594496;"Remarketing Campaigns";"1294241860";23/05/14;1;4454
85594496;"Remarketing Campaigns";"1294241860";25/05/14;15;4455
85594496;"Criteo";"1294241712";25/05/14;15;4456
85594496;"Criteo";"1294241712";25/05/14;15;4457
85594496;"Criteo";"1294241712";25/05/14;15;4458
63194496;"Criteo";"1294241712";17/04/14;23;4459
63194496;"Criteo";"1294241712";27/04/14;20;4460
63194496;"Criteo";"1294241712";27/04/14;20;4461
36484496;"Criteo";"1294241712";28/05/14;8;4462
36484496;"Criteo";"1294241712";28/05/14;8;4463
36484496;"Criteo";"1294241712";28/05/14;8;4464
36484496;"Criteo";"1294241712";28/05/14;8;4465
36484496;"Criteo";"1294241712";28/05/14;8;4466
36484496;"Criteo";"1294241712";29/05/14;7;4467
36484496;"Remarketing Campaigns";"1294241860";30/05/14;21;4468
29484496;"Remarketing Campaigns";"1294241860";26/05/14;20;4469
17284496;"Criteo";"1294241712";28/05/14;16;4470
17284496;"Criteo";"1294241712";29/05/14;10;4471
17284496;"Criteo";"1294241712";30/05/14;8;4472
17284496;"Criteo";"1294241712";30/05/14;9;4473
17284496;"Criteo";"1294241712";30/05/14;9;4474
17284496;"Remarketing Campaigns";"1294241860";01/06/14;1;4475
63384496;"Criteo";"1294241712";07/05/14;17;4476
63384496;"Criteo";"1294241712";08/05/14;12;4477
32274496;"Criteo";"1294241712";29/05/14;15;4478
32274496;"Criteo";"1294241712";31/05/14;19;4479
32274496;"Criteo";"1294241712";31/05/14;19;4480
99874496;"Criteo";"1294241712";18/05/14;12;4481
19874496;"Remarketing Campaigns";"1294241860";01/06/14;14;4482
28874496;"Sociomantic";"1294241744";01/06/14;14;4483
54574496;"Remarketing Campaigns";"1294241860";19/05/14;12;4484
34574496;"Criteo";"1294241712";01/06/14;14;4485
34574496;"Criteo";"1294241712";01/06/14;15;4486
28314496;"Criteo";"1294241712";28/05/14;20;4487
98314496;"Criteo";"1294241712";30/05/14;1;4488
98314496;"Criteo";"1294241712";30/05/14;1;4489
98314496;"Criteo";"1294241712";30/05/14;1;4490
98314496;"Criteo";"1294241712";30/05/14;2;4491
98314496;"Criteo";"1294241712";30/05/14;19;4492
98314496;"Criteo";"1294241712";01/06/14;16;4493
24434496;"Criteo";"1294241712";25/05/14;16;4494
24434496;"Criteo";"1294241712";25/05/14;16;4495
63434496;"Criteo";"1294241712";01/06/14;16;4496
34234496;"Criteo";"1294241712";15/05/14;11;4497
77234496;"Remarketing Campaigns";"1294241860";01/06/14;16;4498
37234496;"Criteo";"1294241712";01/06/14;15;4499
37234496;"Criteo";"1294241712";01/06/14;17;4500
65234496;"Criteo";"1294241712";24/04/14;13;4501
17634496;"Criteo";"1294241712";01/06/14;16;4502
65634496;"Criteo";"1294241712";01/06/14;16;4503
85634496;"Criteo";"1294241712";05/05/14;20;4504
85634496;"Criteo";"1294241712";08/05/14;22;4505
85634496;"Criteo";"1294241712";08/05/14;22;4506
75634496;"Criteo";"1294241712";19/04/14;12;4507
33634496;"Criteo";"1294241712";27/05/14;20;4508
33634496;"Criteo";"1294241712";27/05/14;20;4509
33634496;"Criteo";"1294241712";28/05/14;9;4510
33634496;"Remarketing Campaigns";"1294241849";28/05/14;13;4511
33634496;"Sociomantic";"1294241744";30/05/14;15;4512
42934496;"Criteo";"1294241712";01/06/14;15;4513
93934496;"Criteo";"1294241712";01/06/14;16;4514
94834496;"Criteo";"1294241712";01/06/14;16;4515
94834496;"Remarketing Campaigns";"1294241860";01/06/14;16;4516
72654496;"Criteo";"1294241712";01/06/14;14;4517
79954496;"Criteo";"1294241712";17/05/14;22;4518
43134496;"Criteo";"1294241712";30/05/14;15;4519
72242496;"Criteo";"1294241712";01/06/14;8;4520
72242496;"Criteo";"1294241712";01/06/14;8;4521
88942496;"Criteo";"1294241712";01/06/14;17;4522
88842496;"Remarketing Campaigns";"1294241849";24/05/14;21;4523
13513366;"Remarketing Campaigns";"1294241860";01/06/14;8;4524
75313366;"Criteo";"1294241712";26/05/14;10;4525
86544496;"Criteo";"1294241712";28/04/14;19;4526
63194496;"Remarketing Campaigns";"1294241860";29/04/14;18;4527
54574496;"Criteo";"1294241712";19/05/14;12;4528
45234496;"Criteo";"1294241712";08/05/14;14;4529
45234496;"Criteo";"1294241712";08/05/14;14;4530
44934496;"Criteo";"1294241712";28/04/14;18;4531
22934496;"Remarketing Campaigns";"1294241860";01/06/14;16;4532
88934496;"Criteo";"1294241712";18/05/14;14;4533
71934496;"Criteo";"1294241712";01/06/14;17;4534
13934496;"Criteo";"1294241712";28/05/14;21;4535
13934496;"Criteo";"1294241712";31/05/14;7;4536
94834496;"Criteo";"1294241712";01/06/14;16;4537
16834496;"Criteo";"1294241712";13/05/14;20;4538
16834496;"Criteo";"1294241712";14/05/14;14;4539
16834496;"Remarketing Campaigns";"1294241860";20/05/14;10;4540
16834496;"Criteo";"1294241712";22/05/14;20;4541
25834496;"Remarketing Campaigns";"1294241860";18/04/14;14;4542
65834496;"Criteo";"1294241712";19/04/14;20;4543
65834496;"Criteo";"1294241712";07/05/14;20;4544
65834496;"Remarketing Campaigns";"1294241860";15/05/14;21;4545
65834496;"Criteo";"1294241712";16/05/14;13;4546
65834496;"Criteo";"1294241712";23/05/14;14;4547
65834496;"Criteo";"1294241712";25/05/14;14;4548
76734496;"Criteo";"1294241712";18/05/14;23;4549
76734496;"Criteo";"1294241712";20/05/14;0;4550
51454496;"Remarketing Campaigns";"1294241923";31/05/14;21;4551
43454496;"Criteo";"1294241712";01/06/14;15;4552
93454496;"Remarketing Campaigns";"1294241860";01/06/14;14;4553
64254496;"Criteo";"1294241712";31/05/14;22;4554
18254496;"Criteo";"1294241712";18/04/14;17;4555
18254496;"Criteo";"1294241712";24/05/14;17;4556
47254496;"Criteo";"1294241712";25/05/14;12;4557
47254496;"Criteo";"1294241712";31/05/14;15;4558
47254496;"Criteo";"1294241712";31/05/14;21;4559
87254496;"Criteo";"1294241712";07/05/14;17;4560
87254496;"Criteo";"1294241712";19/05/14;18;4561
82654496;"Criteo";"1294241712";13/05/14;20;4562
82654496;"Criteo";"1294241712";13/05/14;20;4563
82654496;"Criteo";"1294241712";13/05/14;21;4564
46654496;"Criteo";"1294241712";25/04/14;6;4565
35654496;"Criteo";"1294241712";30/04/14;15;4566
35654496;"Criteo";"1294241712";01/05/14;9;4567
35654496;"Criteo";"1294241712";01/05/14;10;4568
35654496;"Criteo";"1294241712";03/05/14;9;4569
35654496;"Criteo";"1294241712";08/05/14;9;4570
35654496;"Remarketing Campaigns";"1294241860";09/05/14;20;4571
35654496;"Criteo";"1294241712";10/05/14;18;4572
35654496;"Criteo";"1294241712";12/05/14;10;4573
35654496;"Criteo";"1294241712";13/05/14;9;4574
79954496;"Criteo";"1294241712";23/05/14;19;4575
75134496;"Criteo";"1294241712";18/05/14;18;4576
75134496;"Criteo";"1294241712";18/05/14;18;4577
21134496;"Criteo";"1294241712";05/05/14;7;4578
21134496;"Remarketing Campaigns";"1294241860";06/05/14;14;4579
21134496;"Criteo";"1294241712";07/05/14;20;4580
21134496;"Criteo";"1294241712";07/05/14;20;4581
21134496;"Criteo";"1294241712";07/05/14;20;4582
43134496;"Criteo";"1294241712";15/05/14;21;4583
43134496;"Criteo";"1294241712";23/05/14;23;4584
43134496;"Criteo";"1294241712";23/05/14;23;4585
43134496;"Remarketing Campaigns";"1294241860";24/05/14;0;4586
43134496;"Criteo";"1294241712";27/05/14;20;4587
43134496;"Criteo";"1294241712";29/05/14;17;4588
43134496;"Criteo";"1294241712";29/05/14;21;4589
43134496;"Criteo";"1294241712";30/05/14;13;4590
43134496;"Criteo";"1294241712";31/05/14;11;4591
43134496;"Criteo";"1294241712";31/05/14;11;4592
43134496;"Criteo";"1294241712";31/05/14;12;4593
43134496;"Criteo";"1294241712";31/05/14;20;4594
78334496;"Criteo";"1294241712";15/05/14;22;4595
78334496;"Criteo";"1294241712";15/05/14;23;4596
78334496;"Criteo";"1294241712";23/05/14;20;4597
38334496;"Remarketing Campaigns";"1294241860";29/05/14;14;4598
63334496;"Criteo";"1294241712";01/06/14;17;4599
22442496;"Criteo";"1294241712";29/04/14;9;4600
25442496;"Criteo";"1294241712";11/05/14;18;4601
25442496;"Criteo";"1294241712";27/05/14;16;4602
25442496;"Remarketing Campaigns";"1294241923";30/05/14;21;4603
52242496;"Criteo";"1294241712";23/04/14;21;4604
72242496;"Criteo";"1294241712";05/05/14;19;4605
72242496;"Criteo";"1294241712";11/05/14;10;4606
72242496;"Criteo";"1294241712";11/05/14;10;4607
72242496;"Criteo";"1294241712";17/05/14;9;4608
72242496;"Criteo";"1294241712";24/05/14;0;4609
72242496;"Criteo";"1294241712";24/05/14;0;4610
72242496;"Criteo";"1294241712";01/06/14;8;4611
72242496;"Criteo";"1294241712";01/06/14;15;4612
38242496;"Remarketing Campaigns";"1294241860";24/05/14;16;4613
38242496;"Remarketing Campaigns";"1294241860";01/06/14;16;4614
38642496;"Criteo";"1294241712";17/05/14;19;4615
77642496;"Criteo";"1294241712";01/06/14;15;4616
48942496;"Criteo";"1294241712";20/05/14;16;4617
48942496;"Criteo";"1294241712";25/05/14;12;4618
48942496;"Criteo";"1294241712";25/05/14;12;4619
88942496;"Criteo";"1294241712";01/06/14;17;4620
88942496;"Criteo";"1294241712";01/06/14;17;4621
88942496;"Criteo";"1294241712";01/06/14;17;4622
88942496;"Criteo";"1294241712";01/06/14;17;4623
88842496;"Criteo";"1294241712";18/05/14;17;4624
88842496;"Criteo";"1294241712";18/05/14;17;4625
88842496;"Criteo";"1294241712";18/05/14;17;4626
88842496;"Criteo";"1294241712";18/05/14;17;4627
88842496;"Criteo";"1294241712";18/05/14;17;4628
88842496;"Remarketing Campaigns";"1294241860";23/05/14;18;4629
88842496;"Criteo";"1294241712";23/05/14;20;4630
88842496;"Criteo";"1294241712";24/05/14;20;4631
88842496;"Criteo";"1294241712";24/05/14;21;4632
88842496;"Remarketing Campaigns";"1294241849";24/05/14;21;4633
88842496;"Criteo";"1294241712";25/05/14;22;4634
88842496;"Criteo";"1294241712";26/05/14;20;4635
88842496;"Criteo";"1294241712";26/05/14;20;4636
88842496;"Remarketing Campaigns";"1294241860";27/05/14;19;4637
88842496;"Remarketing Campaigns";"1294241860";28/05/14;19;4638
88842496;"Criteo";"1294241712";29/05/14;18;4639
13513366;"Criteo";"1294241712";01/06/14;5;4640
13513366;"Criteo";"1294241712";01/06/14;5;4641
13513366;"Criteo";"1294241712";01/06/14;5;4642
84113366;"Remarketing Campaigns";"1294241860";10/05/14;15;4643
84113366;"Remarketing Campaigns";"1294241860";10/05/14;15;4644
75313366;"Criteo";"1294241712";24/05/14;14;4645
